[2026-04-23T18:56:08.900Z] GET http://localhost:3000/auth/login → 200 (223ms, ?B)
[2026-04-23T19:05:09.256Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.258Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.262Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.264Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.266Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.269Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.272Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.274Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.277Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.279Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.282Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.284Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.287Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.289Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.291Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.294Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.298Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.300Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.302Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.304Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.307Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.310Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.313Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.316Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.318Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:05:09.321Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (931ms, ?B)
[2026-04-23T19:05:09.324Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (827ms, ?B)
[2026-04-23T19:05:09.326Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (716ms, ?B)
[2026-04-23T19:05:09.328Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (576ms, ?B)
[2026-04-23T19:05:09.331Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (320ms, 10788B)
[2026-04-23T19:05:09.332Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (217ms, 10788B)
[2026-04-23T19:05:09.333Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (111ms, 10788B)
[2026-04-23T19:05:29.444Z] GET http://localhost:3000/admin/postulaciones → 200 (246ms, 22656B)
[2026-04-23T19:05:29.703Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (?ms, ?B)
[2026-04-23T19:05:29.704Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (9ms, ?B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 200 (13ms, 675B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 200 (65ms, 746646B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 200 (64ms, 1057980B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 200 (36ms, 174634B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 200 (34ms, 144344B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 200 (65ms, 742815B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 200 (37ms, 246103B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 200 (63ms, 1984B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 200 (59ms, 756B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 200 (63ms, 92351B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 200 (66ms, 345089B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 200 (64ms, 8498B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 200 (65ms, 363B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_0u-g930._.js → 200 (112ms, 192830B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 200 (108ms, 16218B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 200 (109ms, 286B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/node_modules_04lig1q._.js → 200 (115ms, 236345B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 200 (113ms, 78380B)
[2026-04-23T19:05:29.706Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_0cjl1om._.js → 200 (113ms, 286B)
[2026-04-23T19:05:29.707Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 200 (112ms, 212B)
[2026-04-23T19:05:29.813Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 200 (101ms, 15615B)
[2026-04-23T19:05:29.813Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 200 (102ms, 289B)
[2026-04-23T19:05:29.933Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (1ms, ?B)
[2026-04-23T19:05:30.012Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:05:30.238Z] GET http://localhost:3000/admin/inscritos → pending (?ms, ?B)
[2026-04-23T19:05:31.095Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (2ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (1ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 304 (3ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 304 (14ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 304 (19ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 304 (20ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 304 (20ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 304 (22ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 304 (32ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 304 (33ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 304 (33ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 304 (34ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 304 (37ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 304 (37ms, ?B)
[2026-04-23T19:05:31.098Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 304 (38ms, ?B)
[2026-04-23T19:05:31.099Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 304 (38ms, ?B)
[2026-04-23T19:05:31.099Z] GET http://localhost:3000/_next/static/chunks/node_modules_0u-g930._.js → 304 (38ms, ?B)
[2026-04-23T19:05:31.099Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 304 (38ms, ?B)
[2026-04-23T19:05:31.099Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 304 (40ms, ?B)
[2026-04-23T19:05:31.099Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_inscritos_page_tsx_0cjl1om._.js → 200 (40ms, 212B)
[2026-04-23T19:05:31.164Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 304 (13ms, ?B)
[2026-04-23T19:05:31.165Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 304 (13ms, ?B)
[2026-04-23T19:05:31.182Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-04-23T19:05:31.543Z] GET http://localhost:3000/admin/revenue → pending (?ms, ?B)
[2026-04-23T19:05:32.403Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (?ms, ?B)
[2026-04-23T19:05:32.403Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (3ms, ?B)
[2026-04-23T19:05:32.403Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 304 (4ms, ?B)
[2026-04-23T19:05:32.403Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 304 (8ms, ?B)
[2026-04-23T19:05:32.403Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 304 (10ms, ?B)
[2026-04-23T19:05:32.403Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 304 (13ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 304 (13ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 304 (13ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 304 (13ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 304 (16ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 304 (20ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 304 (20ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 304 (22ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 304 (22ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 304 (22ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 304 (39ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/node_modules_0u-g930._.js → 304 (40ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 304 (41ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 304 (42ms, ?B)
[2026-04-23T19:05:32.405Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_revenue_page_tsx_0cjl1om._.js → 200 (43ms, 212B)
[2026-04-23T19:05:32.443Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 304 (11ms, ?B)
[2026-04-23T19:05:32.443Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 304 (12ms, ?B)
[2026-04-23T19:05:32.460Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-04-23T19:06:04.273Z] GET http://localhost:3000/admin/postulaciones → 200 (112ms, 22656B)
[2026-04-23T19:06:04.398Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (?ms, ?B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (1ms, ?B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 200 (14ms, 675B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 200 (73ms, 746646B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 200 (92ms, ?B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 200 (45ms, 174634B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 200 (45ms, 144344B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 200 (65ms, 742815B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 200 (53ms, 246103B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 200 (38ms, 1984B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 200 (44ms, 756B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 200 (52ms, 92351B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 200 (61ms, 345089B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 200 (60ms, 8498B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 200 (62ms, 363B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_0u-g930._.js → 200 (66ms, 192830B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 200 (61ms, 16218B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 200 (70ms, 286B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_04lig1q._.js → 200 (85ms, ?B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 200 (72ms, 78380B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_0cjl1om._.js → 200 (70ms, 286B)
[2026-04-23T19:06:04.402Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 200 (72ms, 212B)
[2026-04-23T19:06:04.632Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 200 (46ms, 15615B)
[2026-04-23T19:06:04.632Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 200 (45ms, 289B)
[2026-04-23T19:06:04.686Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-04-23T19:06:04.738Z] GET http://localhost:3000/api/admin/applications → 200 (480ms, 2B)
[2026-04-23T19:06:43.983Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (340ms, 10788B)
[2026-04-23T19:06:44.006Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 200 (365ms, 72851B)
[2026-04-23T19:11:50.922Z] GET http://localhost:3000/admin/postulaciones → 200 (338ms, 22656B)
[2026-04-23T19:11:51.270Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (3ms, ?B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (1ms, ?B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 200 (7ms, 675B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 200 (63ms, 746646B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 200 (67ms, 1057980B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 200 (28ms, 174634B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 200 (30ms, 144344B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 200 (68ms, 742815B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 200 (38ms, 246103B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 200 (48ms, 1984B)
[2026-04-23T19:11:51.273Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 200 (49ms, 756B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 200 (50ms, 92351B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 200 (68ms, 345089B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 200 (49ms, 8498B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 200 (49ms, 363B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/node_modules_0u-g930._.js → 200 (62ms, 192830B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 200 (50ms, 16218B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 200 (49ms, 286B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/node_modules_04lig1q._.js → 200 (67ms, 236345B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 200 (63ms, 80440B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_0cjl1om._.js → 200 (61ms, 286B)
[2026-04-23T19:11:51.274Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 200 (62ms, 212B)
[2026-04-23T19:11:51.367Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 200 (106ms, 15615B)
[2026-04-23T19:11:51.367Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 200 (107ms, 289B)
[2026-04-23T19:11:51.477Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (1ms, ?B)
[2026-04-23T19:11:51.534Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:15:01.305Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 200 (14ms, 74618B)
[2026-04-23T19:15:01.482Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:15:01.635Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:15:01.768Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (260ms, 10788B)
[2026-04-23T19:15:02.373Z] GET http://localhost:3000/_next/static/chunks/node_modules_06nwk~-._.js → 200 (349ms, 239870B)
[2026-04-23T19:15:02.776Z] GET http://localhost:3000/_next/static/chunks/node_modules_06nwk~-._.js → 304 (6ms, ?B)
[2026-04-23T19:15:48.376Z] GET http://localhost:3000/admin/postulaciones → 200 (225ms, 22656B)
[2026-04-23T19:15:48.612Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (2ms, ?B)
[2026-04-23T19:15:48.614Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (2ms, ?B)
[2026-04-23T19:15:48.614Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 200 (9ms, 675B)
[2026-04-23T19:15:48.614Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 200 (62ms, 746646B)
[2026-04-23T19:15:48.614Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 200 (64ms, 1057980B)
[2026-04-23T19:15:48.614Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 200 (28ms, 174634B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 200 (27ms, 144344B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 200 (65ms, 742815B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 200 (36ms, 246103B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 200 (39ms, 1984B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 200 (38ms, 756B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 200 (42ms, 92351B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 200 (59ms, 345089B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 200 (39ms, 8498B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 200 (40ms, 363B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/node_modules_0u-g930._.js → 200 (64ms, 192830B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 200 (48ms, 16218B)
[2026-04-23T19:15:48.615Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 200 (49ms, 286B)
[2026-04-23T19:15:48.616Z] GET http://localhost:3000/_next/static/chunks/node_modules_06nwk~-._.js → 304 (48ms, ?B)
[2026-04-23T19:15:48.616Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 200 (65ms, 88278B)
[2026-04-23T19:15:48.616Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_0cjl1om._.js → 200 (63ms, 286B)
[2026-04-23T19:15:48.616Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 200 (63ms, 212B)
[2026-04-23T19:15:48.707Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 200 (98ms, 15615B)
